#	source	seqNo	temperature	pressure	humidity	luminosity	battery

2	368	368	368	368	368	368	
2	369	369	369	369	369	369	
2	370	370	370	370	370	370	
2	371	371	371	371	371	371	
2	372	372	372	372	372	372	
2	373	373	373	373	373	373	
2	374	374	374	374	374	374	
2	375	375	375	375	375	375	
2	376	376	376	376	376	376	
2	377	377	377	377	377	377	
2	378	378	378	378	378	378	
2	379	379	379	379	379	379	
2	380	380	380	380	380	380	
2	381	381	381	381	381	381	
2	382	382	382	382	382	382	
2	383	383	383	383	383	383	
2	384	384	384	384	384	384	
2	385	385	385	385	385	385	
2	386	386	386	386	386	386	
2	387	387	387	387	387	387	
2	388	388	388	388	388	388	
2	389	389	389	389	389	389	
2	390	390	390	390	390	390	
2	391	391	391	391	391	391	
2	392	392	392	392	392	392	
2	393	393	393	393	393	393	
2	394	394	394	394	394	394	
2	395	395	395	395	395	395	
2	396	396	396	396	396	396	
2	397	397	397	397	397	397	
2	398	398	398	398	398	398	
2	399	399	399	399	399	399	
2	400	400	400	400	400	400	
2	401	401	401	401	401	401	
2	402	402	402	402	402	402	
2	403	403	403	403	403	403	
2	404	404	404	404	404	404	
2	405	405	405	405	405	405	
2	406	406	406	406	406	406	
2	407	407	407	407	407	407	
2	408	408	408	408	408	408	
2	409	409	409	409	409	409	
2	410	410	410	410	410	410	
2	411	411	411	411	411	411	
2	412	412	412	412	412	412	
2	413	413	413	413	413	413	
2	414	414	414	414	414	414	
2	415	415	415	415	415	415	
2	416	416	416	416	416	416	
2	417	417	417	417	417	417	
2	418	418	418	418	418	418	
2	419	419	419	419	419	419	
2	420	420	420	420	420	420	
2	421	421	421	421	421	421	
2	422	422	422	422	422	422	
2	423	423	423	423	423	423	
2	424	424	424	424	424	424	
2	425	425	425	425	425	425	
2	426	426	426	426	426	426	
2	427	427	427	427	427	427	
2	428	428	428	428	428	428	
2	429	429	429	429	429	429	
2	430	430	430	430	430	430	
2	47	47	47	47	47	47	
2	48	48	48	48	48	48	
2	49	49	49	49	49	49	
2	50	50	50	50	50	50	
2	51	51	51	51	51	51	
2	52	52	52	52	52	52	
2	53	53	53	53	53	53	
2	3	3	3	3	3	3	
2	4	4	4	4	4	4	
2	5	5	5	5	5	5	
2	6	6	6	6	6	6	
